pair,Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
4_vs_p-L_UP,ribosomal small subunit biogenesis (GO:0042274),0.5587956371725993,1.808816796637489,0.0,0.04460388613375303,45,28,RIOK1;LTV1;WDR3;UTP4;NOM1;RRP36;SURF6;SRFBP1;NOB1;RRP7A;NPM1;UTP14A;NOP14;NOL11;MPHOSPH10;RIOK2;EMG1;SNU13;ERAL1;TSR3;MRPS7;RPS10;MRPS11;RPS24;RPS17;RPS7;RPS5;RPS14,RIOK1;LTV1;WDR3;UTP4;NOM1;RRP36;SURF6;SRFBP1;NOB1;RRP7A;NPM1;UTP14A;NOP14;NOL11;MPHOSPH10;RIOK2;EMG1
4_vs_p-L_UP,"retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)",-0.2559977839874907,-522.0973413743181,0.0,0.04496689636535603,81,33,SURF4;KLC2;NAPA;ERGIC2;PICK1;BICD2;RACGAP1;KIF23;PITPNB;KIF2A;ARF4;GBF1;LMAN2;CENPE;KIF18A;RER1;KIF4A;KIF3A;TMED9;RAB1A;COG4;KIF11;ARF3;KLC1;KIF3B;COPB1;SCYL1;TMED7;RAB1B;KDELR2;SCFD1;KIF22;COPZ1,ERGIC2;PICK1;BICD2;RACGAP1;KIF23;PITPNB;KIF2A;ARF4;GBF1;LMAN2;CENPE;KIF18A;RER1;KIF4A;KIF3A;TMED9;RAB1A;COG4;KIF11;ARF3;KLC1;KIF3B;COPB1;SCYL1;TMED7;RAB1B;KDELR2;SCFD1;KIF22;COPZ1
4_vs_p-L_UP,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.5485784761107575,1.84210871373015,0.0,0.04565984934714681,94,44,PSMD14;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;HSPA1A;PSMD11;PSMB3;CHEK1;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;BAG3;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;CUL2;PSMB1;PSMF1;PSMD4;UBE2D2;PSMB4;PSMC1;UBB;UBE2D3;PSMB5;HIGD1A;PSMB8;PSMA6;HIF1A,PSMD14;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;HSPA1A;PSMD11;PSMB3;CHEK1;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;BAG3;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;CUL2
4_vs_p-L_UP,rRNA metabolic process (GO:0016072),0.49610757979908665,1.8536334745452838,0.0,0.0461082275731417,201,116,PNO1;CD3EAP;RPP40;LYAR;BOP1;RIOK1;WDR43;UTP15;NOLC1;LTV1;NOP56;NOP58;PDCD11;TSR1;WDR3;MRTO4;RRP9;UTP4;UTP20;DKC1;RPP25;EXOSC2;EXOSC9;NIFK;DCAF13;DDX56;EBNA1BP2;BYSL;IMP4;RRP36;RRP1;WDR75;RCL1;WDR12;WDR36;SBDS;DHX37;RPP30;UTP18;EXOSC8;MARS;UTP3;NOB1;WDR46;RRP7A;ERI1;NOL8;UTP14A;NOP14;NOC4L;NOL11;PES1;BMS1;EXOSC3;UTP6;POP4;EXOSC1;MPHOSPH10;MPHOSPH6;RIOK2;EXOSC5;IMP3;MDN1;WDR55;EMG1;EXOSC6;HEATR1;RRP1B;KRR1;TEX10;DDX49;GTF3A;LAS1L;EXOSC4;NOL9;SNU13;RPP38;RPF1;EXOSC7;XRN2;DEDD2;DIEXF;FCF1;RPL35;TBL3;DDX27;DDX52;DIS3L2;WDR18;C1D;EXOSC10;ISG20L2;PIH1D1;DIS3;RPL27;SIRT7;RPS13;RPL12;RPP21;RPS10;RPL27A;RPL7A;RPL35A;FBL;RPS26;RPS24;RPS17;RPL36;RPS7;RPS2;RPS18;RPL9;RPL4;RPS5;RPS14;RPL18,PNO1;CD3EAP;RPP40;LYAR;BOP1;RIOK1;WDR43;UTP15;NOLC1;LTV1;NOP56;NOP58;PDCD11;TSR1;WDR3;MRTO4;RRP9;UTP4;UTP20;DKC1;RPP25;EXOSC2;EXOSC9;NIFK;DCAF13;DDX56;EBNA1BP2;BYSL;IMP4;RRP36;RRP1;WDR75;RCL1;WDR12;WDR36;SBDS;DHX37;RPP30;UTP18;EXOSC8;MARS;UTP3;NOB1;WDR46;RRP7A;ERI1;NOL8;UTP14A;NOP14;NOC4L;NOL11;PES1;BMS1;EXOSC3;UTP6;POP4;EXOSC1;MPHOSPH10;MPHOSPH6;RIOK2;EXOSC5;IMP3;MDN1;WDR55;EMG1
4_vs_p-L_UP,regulation of cellular ketone metabolic process (GO:0010565),0.5382511269790817,1.809886669262036,0.0,0.046278067810260975,62,44,PSMD14;ODC1;PSMD1;PSMD12;FGFR4;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PRKAG2;PSMC6;PSMA4;PSMB2;PSMC3;NQO1;PSMB1;PSMF1;AZIN1;PSMD4;PSMB4;PSMC1;PANK2;OAZ1;PSMB5;PSMB8;PSMA6;CAV1;OAZ2,PSMD14;ODC1;PSMD1;PSMD12;FGFR4;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PRKAG2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,cellular response to interleukin-1 (GO:0071347),0.5228479388866039,1.811300736960532,0.0,0.04746403792317388,151,53,HAS2;CCL26;PSMD14;RPS6KA4;PSMD1;PSMD12;IRAK1;UBE2N;PSMD6;PSMA1;PSME3;PSME2;PSMC5;CHUK;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;IL1B;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;PSMB1;PSMF1;TNIP2;CUL1;TOLLIP;ADAMTS12;PSMD4;PSMB4;PSMC1;UBB;MAPK13;SKP1;MAP3K7;PSMB5;USP10;PSMB8;PSMA6;PYCARD;HIF1A,HAS2;CCL26;PSMD14;RPS6KA4;PSMD1;PSMD12;IRAK1;UBE2N;PSMD6;PSMA1;PSME3;PSME2;PSMC5;CHUK;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;IL1B;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,interleukin-1-mediated signaling pathway (GO:0070498),0.5387032990075333,1.845125005655113,0.0,0.04760282165979135,96,46,PSMD14;RPS6KA4;PSMD1;PSMD12;IRAK1;UBE2N;PSMD6;PSMA1;PSME3;PSME2;PSMC5;CHUK;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;IL1B;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;PSMB1;PSMF1;TNIP2;CUL1;TOLLIP;PSMD4;PSMB4;PSMC1;UBB;SKP1;MAP3K7;PSMB5;PSMB8;PSMA6,PSMD14;RPS6KA4;PSMD1;PSMD12;IRAK1;UBE2N;PSMD6;PSMA1;PSME3;PSME2;PSMC5;CHUK;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;IL1B;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,tumor necrosis factor-mediated signaling pathway (GO:0033209),0.5373804245389059,1.8268888501481235,0.0,0.047774260393259986,124,44,PSMD14;PSMD1;PSMD12;TNFRSF12A;PSMD6;PSMA1;PSME3;PSME2;PSMC5;CHUK;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;KARS;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;FAS;PSMB1;PSMF1;TXNDC17;PSMD4;PSMB4;PSMC1;UBB;ILK;PSMB5;PSMB8;PSMA6;PYCARD;STAT1,PSMD14;PSMD1;PSMD12;TNFRSF12A;PSMD6;PSMA1;PSME3;PSME2;PSMC5;CHUK;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;KARS;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,rRNA processing (GO:0006364),0.4929359835405729,1.8147488011350483,0.0,0.047797118891055805,203,123,PNO1;RPP40;LYAR;BOP1;RIOK1;WDR43;UTP15;NOLC1;LTV1;NOP56;NAT10;NOP58;PDCD11;TSR1;WDR3;MRTO4;RRP9;UTP4;UTP20;DKC1;RPP25;EXOSC2;EXOSC9;DCAF13;DDX56;EBNA1BP2;BYSL;IMP4;RRP36;RRP1;NOP2;RRP15;WDR75;MAK16;RCL1;WDR12;WDR36;SBDS;DHX37;RPP30;UTP18;EXOSC8;UTP3;SRFBP1;NOB1;RSL1D1;WDR46;RRP7A;ERI1;NOL8;UTP14A;NOP14;MRPL1;NOC4L;EIF6;NOL11;PES1;BMS1;EXOSC3;UTP6;POP4;EXOSC1;MPHOSPH10;MPHOSPH6;RIOK2;EXOSC5;IMP3;MDN1;WDR55;EMG1;EXOSC6;HEATR1;RRP1B;NHP2;SKIV2L2;KRR1;TEX10;DDX49;LAS1L;EXOSC4;SART1;NOL9;NSA2;SNU13;RPP38;RPF1;EXOSC7;XRN2;DIEXF;FCF1;RPL35;TBL3;DDX27;DDX52;DIS3L2;WDR18;C1D;TSR3;EXOSC10;ISG20L2;PIH1D1;DIS3;RPL27;RPS13;RPL12;RPP21;RPS10;RPL27A;RPL7A;RPL35A;FBL;RPS26;RPS24;RPS17;RPL36;RPS7;RPS2;RPS18;RPL9;RPL4;RPS5;RPS14;RPL18,PNO1;RPP40;LYAR;BOP1;RIOK1;WDR43;UTP15;NOLC1;LTV1;NOP56;NAT10;NOP58;PDCD11;TSR1;WDR3;MRTO4;RRP9;UTP4;UTP20;DKC1;RPP25;EXOSC2;EXOSC9;DCAF13;DDX56;EBNA1BP2;BYSL;IMP4;RRP36;RRP1;NOP2;RRP15;WDR75;MAK16;RCL1;WDR12;WDR36;SBDS;DHX37;RPP30;UTP18;EXOSC8;UTP3;SRFBP1;NOB1;RSL1D1;WDR46;RRP7A;ERI1;NOL8;UTP14A;NOP14;MRPL1;NOC4L;EIF6;NOL11;PES1;BMS1;EXOSC3;UTP6;POP4;EXOSC1;MPHOSPH10;MPHOSPH6;RIOK2;EXOSC5;IMP3;MDN1;WDR55;EMG1
4_vs_p-L_UP,mitochondrial ATP synthesis coupled electron transport (GO:0042775),-0.19869691214035778,-447.00691088571875,0.0,0.047993514389947305,86,45,CYCS;UQCRFS1;NDUFS6;NDUFAB1;SDHAF2;COX10;COX8A;NDUFS8;NDUFB8;CYC1;NDUFA10;MT-ND6;NDUFB9;NDUFA8;UQCRQ;NDUFV3;NDUFS1;NDUFB3;UQCC3;NDUFA12;NDUFA4;NDUFA6;COX5A;NDUFS4;NDUFS3;NDUFB2;NDUFA9;COX15;SDHA;NDUFC2;NDUFA5;NDUFV1;NDUFS7;COX7B;NDUFB6;NDUFAF1;SDHD;NDUFA3;UQCR10;NDUFV2;COX6C;NDUFA2;COX6B1;UQCRH;NDUFS5,COX10;COX8A;NDUFS8;NDUFB8;CYC1;NDUFA10;MT-ND6;NDUFB9;NDUFA8;UQCRQ;NDUFV3;NDUFS1;NDUFB3;UQCC3;NDUFA12;NDUFA4;NDUFA6;COX5A;NDUFS4;NDUFS3;NDUFB2;NDUFA9;COX15;SDHA;NDUFC2;NDUFA5;NDUFV1;NDUFS7;COX7B;NDUFB6;NDUFAF1;SDHD;NDUFA3;UQCR10;NDUFV2;COX6C;NDUFA2;COX6B1;UQCRH;NDUFS5
4_vs_p-L_UP,regulation of cellular amine metabolic process (GO:0033238),0.5453623736087012,1.8571158812581783,0.0,0.04800760755825896,52,40,PSMD14;ODC1;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;NQO1;PSMB1;PSMF1;AZIN1;PSMD4;PSMB4;PSMC1;OAZ1;PSMB5;PSMB8;PSMA6;OAZ2,PSMD14;ODC1;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),0.5353335166538511,1.8180040740495156,0.0,0.04826752271411711,63,44,FHL1;PSMD14;PINX1;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;PSMB1;PSMF1;CUL1;PSMD4;PSMB4;PSMC1;UBB;VPS4A;SKP1;PSMB5;AURKA;PSMB8;USP47;PSMA6;AURKB,FHL1;PSMD14;PINX1;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,regulation of cellular amino acid metabolic process (GO:0006521),0.5453623736087012,1.8282973989530404,0.0,0.0498493833962866,52,40,PSMD14;ODC1;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;NQO1;PSMB1;PSMF1;AZIN1;PSMD4;PSMB4;PSMC1;OAZ1;PSMB5;PSMB8;PSMA6;OAZ2,PSMD14;ODC1;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,regulation of hematopoietic progenitor cell differentiation (GO:1901532),0.5167873191806065,1.750823489598691,0.0,0.05039273062153737,78,44,PSMD14;LMO2;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;LDB1;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;CBFB;PSMB1;PSMF1;PDCD2;PSMD4;PSMB4;PSMC1;UBB;YTHDF2;TCF3;YAP1;PSMB5;PSMB8;PSMA6;EIF2AK2,PSMD14;LMO2;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;LDB1;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,regulation of hematopoietic stem cell differentiation (GO:1902036),0.5316068878556359,1.8182037755238367,0.0,0.05078713739440324,77,43,PSMD14;LMO2;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;LDB1;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;CBFB;PSMB1;PSMF1;PSMD4;PSMB4;PSMC1;UBB;YTHDF2;TCF3;YAP1;PSMB5;PSMB8;PSMA6;EIF2AK2,PSMD14;LMO2;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;LDB1;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),0.5183675260273347,1.7397637430332815,0.001001001001001001,0.05112728306412332,73,40,PSMD14;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;FBXO6;PSMB1;PSMF1;CUL1;PSMD4;PSMB4;PSMC1;UBB;FBXW5;SKP1;PSMB5;PSMB8;PSMA6,PSMD14;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,regulation of mRNA stability (GO:0043488),0.4897813717218994,1.7409857977728056,0.0,0.051766333758315373,129,74,HSPA8;PSMD14;EXOSC2;EXOSC9;PSMD1;PSMD12;SET;TBRG4;HNRNPD;PSMD6;ANP32A;PSMA1;FASTKD1;PSME3;PSME2;E2F1;PSMC5;EXOSC8;PSMB7;HSPA1A;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;KHSRP;PSMA7;FASTKD3;NPM1;PSMD3;PSMB6;FXR2;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;EXOSC3;PSMC6;HNRNPU;EXOSC1;PSMA4;PSMB2;PSMC3;EXOSC5;SERBP1;EXOSC6;PSMB1;PSMF1;TNPO1;PSMD4;EXOSC4;PSMB4;PSMC1;EIF4G1;YWHAB;METTL16;XPO1;GIGYF2;UBB;EXOSC7;LARP1;YTHDF2;NUP214;THRAP3;DIS3;PSMB5;ELAVL1;APEX1;PCID2;PSMB8;PSMA6;ZC3H14,HSPA8;PSMD14;EXOSC2;EXOSC9;PSMD1;PSMD12;SET;TBRG4;HNRNPD;PSMD6;ANP32A;PSMA1;FASTKD1;PSME3;PSME2;E2F1;PSMC5;EXOSC8;PSMB7;HSPA1A;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;KHSRP;PSMA7;FASTKD3;NPM1;PSMD3;PSMB6;FXR2;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;EXOSC3;PSMC6;HNRNPU;EXOSC1;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,positive regulation of canonical Wnt signaling pathway (GO:0090263),0.5039580601589293,1.7428212092964386,0.0,0.05229438895129891,114,46,PSMD14;PSMD1;PSMD12;PSMD6;PSMA1;RUVBL1;PSME3;PSME2;WNT7A;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;PSMB1;PSMF1;VCP;CAPRIN2;AXIN1;PSMD4;PSMB4;PSMC1;UBB;SMURF2;ILK;PSMB5;PSMB8;USP47;PSMA6;CAV1;DAPK3,PSMD14;PSMD1;PSMD12;PSMD6;PSMA1;RUVBL1;PSME3;PSME2;WNT7A;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439),0.5103422725146591,1.7446688539045188,0.0,0.052557401057034936,73,47,PSMD14;CCNB1;CDC20;MAD2L1;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;CDC23;PSMB1;PSMF1;BUB3;PSMD4;PSMB4;PSMC1;ANAPC4;UBB;PLK1;CDC26;CDC27;PSMB5;ANAPC7;PSMB8;PSMA6;BUB1B,PSMD14;CCNB1;CDC20;MAD2L1;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,negative regulation of canonical Wnt signaling pathway (GO:0090090),0.5012236704202889,1.7304463403352581,0.001,0.055109760140463454,149,48,PSMD14;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;IGFBP4;PSMC5;PSMB7;PSMD11;PSMB3;DVL1;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;RUVBL2;PSMA4;PSMB2;PSMC3;SDHAF2;DKK1;PSMB1;PSMF1;AXIN1;PSMD4;PSMB4;PSMC1;CUL3;UBB;PSMB5;SCYL2;PSMB8;PSMA6;CAV1;CSNK1A1;HDAC1;SIAH2,PSMD14;PSMD1;PSMD12;PSMD6;PSMA1;PSME3;PSME2;IGFBP4;PSMC5;PSMB7;PSMD11;PSMB3;DVL1;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;RUVBL2;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,anaphase-promoting complex-dependent catabolic process (GO:0031145),0.49539837743076265,1.7280658261530453,0.001,0.055137236516601865,80,53,UBE2S;PSMD14;CCNB1;CDC20;MAD2L1;PSMD1;PSMD12;PTTG1;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3;CDC23;PSMB1;PSMF1;BUB3;PSMD4;PSMB4;PSMC1;SKP2;ANAPC4;CUL3;UBB;PLK1;CDC26;CDC27;PSMB5;AURKA;ANAPC7;PSMB8;PSMA6;AURKB;BUB1B,UBE2S;PSMD14;CCNB1;CDC20;MAD2L1;PSMD1;PSMD12;PTTG1;PSMD6;PSMA1;PSME3;PSME2;PSMC5;PSMB7;PSMD11;PSMB3;PSMC2;PSMC4;PSMD13;PSMA3;PSMA7;PSMD3;PSMB6;PSMA2;PSMD5;PSMA5;PSMD7;PSMD2;PSMC6;PSMA4;PSMB2;PSMC3
4_vs_p-L_UP,negative regulation of growth (GO:0045926),0.5311096807310642,1.719865839665355,0.004032258064516129,0.05628547918192165,121,29,MT1A;FHL1;INHBA;BST2;PNPT1;DCBLD2;CCDC85B;SH3BP4;HSPA1B;ENO1;PHB;HSPA1A;MT1E;MT2A;MSX1;PPP2CA;TGFB1;CDKN2AIP;PSRC1;RTN4;CAPRIN2;PPP2R1A;NDUFS3;EI24;RBBP7;SMARCA4;CDA;PML;ADAM15,MT1A;FHL1;INHBA;BST2;PNPT1;DCBLD2;CCDC85B;SH3BP4;HSPA1B;ENO1;PHB;HSPA1A;MT1E;MT2A;MSX1
4_vs_p-L_UP,protein stabilization (GO:0050821),0.5106792126580909,1.721594243911884,0.0,0.05649088649422916,153,45,HSPD1;CCT6A;HSP90AA1;CCT5;CHORDC1;GTPBP4;CCT2;CCT7;TELO2;HSP90AB1;TCP1;CCT4;HSPA1B;NAA15;CCT8;PHB;HSPA1A;DVL1;PTGES3;ATP1B1;CCT3;MSX1;TAF9;SUGT1;TNIP2;PARK7;RTN4;USP36;USP7;PFN1;TBRG1;CDC37;CDK7;ZNF207;NAPG;PTEN;PRKRA;TRIM44;FLNA;PHB2;PPIB;ZSWIM7;GTSE1;PDCD10;RPS7,HSPD1;CCT6A;HSP90AA1;CCT5;CHORDC1;GTPBP4;CCT2;CCT7;TELO2;HSP90AB1;TCP1;CCT4;HSPA1B;NAA15;CCT8;PHB;HSPA1A;DVL1;PTGES3;ATP1B1;CCT3;MSX1
4_vs_p-L_UP,ncRNA processing (GO:0034470),0.4645597742377745,1.7226268182292073,0.0,0.057085371316067446,228,128,PNO1;RPP40;LYAR;BOP1;RIOK1;WDR43;UTP15;NOLC1;LTV1;NOP56;NOP58;PDCD11;TSR1;WDR3;MRTO4;RRP9;UTP4;SSB;UTP20;DKC1;RPP25;EXOSC2;EXOSC9;DCAF13;DDX56;EBNA1BP2;BYSL;IMP4;RRP36;POP1;RRP1;WDR75;RCL1;WDR12;WDR36;SBDS;DHX37;RPP30;UTP18;EXOSC8;UTP3;NOB1;WDR46;RRP7A;ERI1;NOL8;UTP14A;NOP14;NOC4L;NOL11;INTS10;PES1;KARS;BMS1;EXOSC3;UTP6;POP4;NCBP1;POP7;EXOSC1;MPHOSPH10;MPHOSPH6;RIOK2;EXOSC5;IMP3;MDN1;WDR55;EMG1;HNRNPA2B1;EXOSC6;SRRT;HEATR1;RRP1B;KRR1;TEX10;DDX49;LAS1L;ADAT1;EXOSC4;NOL9;INTS7;FARS2;SNU13;TARBP2;RPP38;RPF1;EXOSC7;XRN2;DIEXF;FCF1;RPL35;INTS1;TBL3;DDX27;MRPL44;DDX52;DIS3L2;WDR18;C1D;DROSHA;EXOSC10;ISG20L2;PIH1D1;PRKRA;DIS3;RPL27;INTS4;RPS13;RPL12;RPP21;SARS;RPS10;RPL27A;RPL7A;RPL35A;FBL;RPS26;RPS24;RPS17;RPL36;RPS7;RPS2;RPS18;RPL9;RPL4;RPS5;RPS14;RPL18,PNO1;RPP40;LYAR;BOP1;RIOK1;WDR43;UTP15;NOLC1;LTV1;NOP56;NOP58;PDCD11;TSR1;WDR3;MRTO4;RRP9;UTP4;SSB;UTP20;DKC1;RPP25;EXOSC2;EXOSC9;DCAF13;DDX56;EBNA1BP2;BYSL;IMP4;RRP36;POP1;RRP1;WDR75;RCL1;WDR12;WDR36;SBDS;DHX37;RPP30;UTP18;EXOSC8;UTP3;NOB1;WDR46;RRP7A;ERI1;NOL8;UTP14A;NOP14;NOC4L;NOL11;INTS10;PES1;KARS;BMS1;EXOSC3;UTP6;POP4;NCBP1;POP7;EXOSC1;MPHOSPH10;MPHOSPH6;RIOK2;EXOSC5;IMP3;MDN1;WDR55;EMG1
